Permulator	A special form of rotary converter with stationary commutator and rotating brushes, in which the exciting field is induced by the alternating current in a short-circuited magnetic core instead of being produced by an external magnet.
Pernickety Pernicketty	Finical or fussy; full of petty details.
Perpetual calendar	A calendar that can be used perpetually or over a wide range of years. That of Capt. Herschel covers, as given below, dates from 1750 to 1961 only, but is capable of indefinite extension.
Perron	An out-of-door flight of steps, as in a garden, leading to a terrace or to an upper story; -- usually applied to mediaevel or later structures of some architectural pretensions.
Perseid	One of a group of shooting stars appearing annually about the 10th of August. They are probably fragments of Swift's comet 1862 (III).
Persico	= Persicot.
Persienne	Properly, printed calico, whether Oriental or of fanciful design with flowers, etc., in Western work. Hence, as extended in English, material of a similar character.
Persiennes	Window blinds having movable slats, similar to Venetian blinds.
Persism	Ancient Persian religion, esp. as represented by the Magi.
Petite	Small, little; of a woman or girl, of small size and trim figure.
Petit mal	The mildest form of epilepsy, with momentary faintness or unconsciousness, but without convulsions; -- opposed to grand mal.
Petuned	of Petune
Petuning	of Petune
Petune	To spray (tobacco) with a liquid intended to produce flavor or aroma.
Phanar	A quarter of Constantinople which, after the Turkish conquest of the city, became the chief Greek quarter; hence, the Greek officials of Turkey, or phanariots, as a class.
Phanariot	Alt. of Phanariote
Phanariote	One of the Greeks of Constantinople who after the Turkish conquest became powerful in clerical and other offices under Turkish patronage.
Phantom	Being, or of the nature of, a phantom.
Phantom circuit	The equivalent of an additional circuit or wire, in reality not existing, obtained by certain arrangements of real circuits, as in some multiplex telegraph systems.
Pharmacodymanics	That branch of pharmacology which treats of the action and the effects of medicines.
Phase	A homogenous, physically distinct portion of matter in a system not homogeneous; as, the three phases, ice, water, and aqueous vapor. A phase may be either a single chemical substance or  a mixture, as of gases.
Phase	In certain birds and mammals, one of two or more color variations characteristic of the species, but independent of the ordinary seasonal and sexual differences, and often also of age. Some of the herons which appear in white and colored phases, and certain squirrels which are sometimes uniformly blackish instead of the usual coloration, furnish examples. Color phases occur also in other animals, notably in butterflies.
Phase	The relation at any instant of a periodically varying electric magnitude, as electro-motive force, a current, etc., to its initial value as expressed in factorial parts of the complete cycle. It is usually expressed in angular measure, the cycle beb four right angles, or 360¡. Such periodic variations are generally well represented by sine curves; and phase relations are shown by the relative positions of the crests and hollows of such curves. Magnitudes which have the same phase are said to be in phase.
Phase	To disturb the composure of; to disconcert; to nonplus.
Phase angle	The angle expressing phase relation.
Phase converter	A machine for converting an alternating current into an alternating current of a different number of phases and the same frequency.
Phase displacement	A charge of phase whereby an alternating current attains its maximum later or earlier. An inductance would cause a lag, a capacity would cause an advance, in phase.
Phase meter	Alt. of Phasemeter
Phasemeter	A device for measuring the difference in phase of two alternating currents of electromotive forces.
Phase rule	A generalization with regard to systems of chemical equilibrium, discovered by Prof. J. Willard Gibbs. It may be stated thus: The degree of variableness (number of degrees of freedom) of a system is equal to the number of components minus the number of phases, plus two. Thus, if the components be salt and water, and the phases salt, ice, saturated solution, and vapor, the system is invariant, that is, there is only one set of conditions under which these four phases can exist in equilibrium. If only three phases be considered, the system is univariant, that is, the fixing of one condition, as temperature, determines the others.
Phase splitter	A device by which a single-phase current is split into two or more currents differing in phase. It is used in starting single-phase induction motors.
Phase splitting	The dephasing of the two parts of a single alternating current in two dissimilar branches of a given circuit.
Phasing	Pertaining to phase or differences of phase.
Phasing current	The momentary current between two alternating-current generators when juxtaposed in parallel and not agreeing exactly in phase or period.
Phasing transformer	Any of several transformers (there must be at least two) for changing phase.
Phenacetin	Alt. of Phenacetine
Phenacetine	A white, crystalline compound, C10H13O2N, used in medicine principally as an antipyretic.
Phenalgin	An ammoniated compound of phenyl and acetamide, used as an analgesic and antipyretic. It resembles phenacetin in its therapeutic action.
Phenocryst	One of the prominent embedded crystals of a porphyry.
Phenology	The science of the relations between climate and periodic biological phenomena, as the migrations and breeding of birds, the flowering and fruiting of plants, etc.
Phenolphthalein	Alt. of Phenol phthalein
Phenol phthalein	A white or yellowish white crystalline substance, C20H14O4, formed by condensation of the anhydride of phthalic acid and phenol. Its solution in alkalies is brilliant red, but is decolorized by acids. This reaction, being very delicate, is used as an indicator.
Philathea	An international, interdenominational organization of Bible classes of young women.
Philharmonic	One who loves harmony or music;
Philharmonic	short for Philharmonic Society, concert, assemblage, or the like.
Phlegethon	One of the principal rivers of Hades, in the channel of which fire flowed instead of water.
Phone	Colloq. for Telephone.
Phosphine	Chrysaniline, often in the form of a salt.
Phosphorus steel	A steel in which the amount of phosphorus exceeds that of carbon.
Photic	Of or pert. to light; specif., relating to the production of light by the lower animals.
Photic region	The uppermost zone of the sea, which receives the most light.
